Date,TSLA,SPX_TR
29/5/19,0.00633898,-0.006883043
30/5/19,-0.008777365,0.002234464
31/5/19,-0.014897385,-0.013001218
3/6/19,-0.034792724,-0.002757319
4/6/19,0.083598115,0.021485377
5/6/19,0.014054601,0.008284909
6/6/19,0.047163227,0.006408845
7/6/19,-0.007236717,0.010594033
10/6/19,0.041051218,0.004664473
11/6/19,0.019808366,-0.000298502
12/6/19,-0.036046617,-0.002021069
13/6/19,0.022118088,0.004396356
14/6/19,0.004676325,-0.001476205
17/6/19,0.047001917,0.000938194
18/6/19,-0.001046025,0.009747795
19/6/19,0.007329843,0.002986866
20/6/19,-0.029885655,0.009567187
21/6/19,0.010268774,-0.00120006
24/6/19,0.00786636,-0.001730654
25/6/19,-0.017363852,-0.009494795
26/6/19,-0.002231147,-0.001235121
27/6/19,0.016368515,0.00397509
28/6/19,0.002552143,0.005804573
1/7/19,0.016415028,0.007680179
2/7/19,-0.010968132,0.002966008
3/7/19,0.045843521,0.007913704
5/7/19,-0.007347416,-0.001700267
8/7/19,-0.011943814,-0.004821706
9/7/19,-0.00136205,0.00152899
10/7/19,0.03853039,0.00452195
11/7/19,-0.001231224,0.00228807
12/7/19,0.027120316,0.004717793
15/7/19,0.034325492,0.000174728
16/7/19,-0.004486733,-0.003372589
17/7/19,0.009790971,-0.006515776
18/7/19,-0.004924971,0.003684321
19/7/19,0.017941381,-0.006136558
22/7/19,-0.009496315,0.002852965
23/7/19,0.017333947,0.006865739
24/7/19,0.019074186,0.004727581
25/7/19,-0.136716727,-0.005256987
26/7/19,-0.003513583,0.007400683
29/7/19,0.034141727,-0.001612298
30/7/19,0.027359667,-0.002478888
31/7/19,-0.002266472,-0.010858332
1/8/19,-0.032289469,-0.008899315
2/8/19,0.001676727,-0.007193173
5/8/19,-0.025025109,-0.029727884
6/8/19,0.009614559,0.013093857
7/8/19,0.011733696,0.000794504
8/8/19,0.021262291,0.019018829
9/8/19,-0.013495721,-0.0064607
12/8/19,-0.025525526,-0.011783844
13/8/19,0.025766136,0.014800348
