date,return_tsla,return_sp500_tr
2019-02-22,0.011782925,0.006443385
2019-02-25,0.013575564,0.001370953
2019-02-26,-0.003020156,-0.000778707
2019-02-27,0.057227527,-0.00039002
2019-02-28,0.016008471,-0.002527414
2019-03-01,-0.078719882,0.006950731
2019-03-04,-0.03200905,-0.003857165
2019-03-05,-0.030111371,-0.001099584
2019-03-06,-0.001559399,-0.006477778
2019-03-07,0.001348857,-0.00791575
2019-03-08,0.027224389,-0.002035586
2019-03-11,0.023742149,0.014678002
2019-03-12,-0.025551136,0.002999717
2019-03-13,0.019440985,0.007019482
2019-03-14,0.003461147,-0.000529773
2019-03-15,-0.049641553,0.005023993
2019-03-18,-0.021847424,0.003717629
2019-03-19,-0.007857403,-0.000102092
2019-03-20,0.022952262,-0.002899559
2019-03-21,0.001863799,0.010907292
2019-03-22,-0.034559244,-0.018897395
2019-03-25,-0.015563626,-0.000763871
2019-03-26,0.027930437,0.007183562
2019-03-27,0.026512377,-0.004630058
2019-03-28,0.013484589,0.003746358
2019-03-29,0.004505456,0.006779739
2019-04-01,0.033429112,0.01157746
2019-04-02,-0.01152855,5.43e-05
2019-04-03,0.020856202,0.002149558
2019-04-04,-0.082258065,0.002313082
2019-04-05,0.026874634,0.004645669
2019-04-08,-0.006774585,0.001066099
2019-04-09,-0.002800115,-0.005764481
2019-04-10,0.01375189,0.003561569
2019-04-11,-0.027627841,5.04e-05
2019-04-12,-0.002775546,0.006710034
2019-04-15,-0.005127078,-0.000606506
2019-04-16,0.026135611,0.000507466
2019-04-17,-0.007820347,-0.002173354
2019-04-18,0.007520428,0.001603624
2019-04-22,-0.037752099,0.001038636
2019-04-23,0.003803983,0.008889389
2019-04-24,-0.019467974,-0.00218831
2019-04-25,-0.043270688,-0.000368393
2019-04-26,-0.050851485,0.004714956
2019-04-29,0.027539014,0.001117569
2019-04-30,-0.011370097,0.000979097
2019-05-01,-0.019797913,-0.007492673
2019-05-02,0.043161247,-0.00208431
2019-05-03,0.044749739,0.009737408
2019-05-06,0.00130729,-0.004386527
2019-05-07,-0.032409185,-0.016505428
2019-05-08,-0.009127709,-0.001577728
2019-05-09,-0.011614867,-0.002672494
2019-05-10,-0.009806305,0.004063769
2019-05-13,-0.052299885,-0.024092801
2019-05-14,0.022713533,0.008130915
2019-05-15,-0.001182233,0.006040108
2019-05-16,-0.015894488,0.009184721
2019-05-17,-0.075171821,-0.005735429
2019-05-20,-0.027496516,-0.006732165
